	model	year	price	transmission	mileage	fuelType	tax	mpg	engineSize	automaker	age
26448	 T-Roc	2019	31950	Automatic	5000	Petrol	145	32.5	2	volkswagen	4
26449	 T-Roc	2019	21450	Manual	1363	Petrol	145	42.2	1.5	volkswagen	4
26450	 T-Roc	2019	22650	Semi-Auto	3802	Petrol	145	39.8	1.5	volkswagen	4
26451	 T-Roc	2019	23150	Automatic	50	Petrol	145	39.8	1.5	volkswagen	4
26452	 T-Roc	2019	22250	Manual	5000	Petrol	145	44.1	1	volkswagen	4
26453	 T-Roc	2019	21650	Manual	2397	Diesel	145	50.4	1.6	volkswagen	4
26454	 T-Roc	2018	19450	Manual	10468	Diesel	145	50.4	1.6	volkswagen	5
26455	 T-Roc	2019	27500	Manual	5000	Petrol	145	42.2	1.5	volkswagen	4
26456	 T-Roc	2019	33450	Automatic	2425	Petrol	145	32.5	2	volkswagen	4
26457	 T-Roc	2018	20750	Semi-Auto	5113	Petrol	145	39.8	1.5	volkswagen	5
26458	 T-Roc	2019	19750	Manual	7000	Petrol	145	42.2	1.5	volkswagen	4
26459	 T-Roc	2019	23450	Semi-Auto	7000	Petrol	145	39.8	1.5	volkswagen	4
26460	 T-Roc	2018	23491	Semi-Auto	14727	Petrol	145	41.5	2	volkswagen	5
26461	 T-Roc	2018	20950	Manual	11146	Petrol	145	53.3	1.5	volkswagen	5
26462	 T-Roc	2019	20750	Manual	7000	Petrol	145	42.2	1.5	volkswagen	4
26463	 T-Roc	2019	17950	Manual	6902	Diesel	145	50.4	1.6	volkswagen	4
26464	 T-Roc	2019	18750	Manual	7000	Diesel	145	50.4	1.6	volkswagen	4
26465	 T-Roc	2020	30991	Semi-Auto	1343	Petrol	145	34.5	2	volkswagen	3
26466	 T-Roc	2019	22991	Manual	5000	Petrol	145	42.2	1.5	volkswagen	4
26467	 T-Roc	2019	22991	Manual	2000	Petrol	145	42.2	1.5	volkswagen	4
26468	 T-Roc	2018	23450	Semi-Auto	6542	Petrol	150	51.4	1.5	volkswagen	5
26469	 T-Roc	2019	20182	Manual	171	Petrol	145	44.1	1	volkswagen	4
26470	 T-Roc	2019	20490	Manual	3325	Petrol	145	42.2	1.5	volkswagen	4
26471	 T-Roc	2019	26590	Semi-Auto	10597	Petrol	145	39.8	1.5	volkswagen	4
26472	 T-Roc	2018	17490	Manual	22113	Petrol	145	55.4	1	volkswagen	5
26473	 T-Roc	2018	16790	Manual	26725	Petrol	145	55.4	1	volkswagen	5
26474	 T-Roc	2018	19980	Manual	15034	Diesel	145	56.5	2	volkswagen	5
26475	 T-Roc	2019	19980	Manual	2000	Diesel	145	50.4	1.6	volkswagen	4
26476	 T-Roc	2020	26480	Semi-Auto	4	Petrol	145	39.8	1.5	volkswagen	3
26477	 T-Roc	2020	25980	Manual	5	Petrol	145	42.2	1.5	volkswagen	3
26478	 T-Roc	2020	24980	Manual	25	Petrol	145	44.1	1.5	volkswagen	3
26479	 T-Roc	2019	31000	Automatic	2500	Petrol	145	32.5	2	volkswagen	4
26480	 T-Roc	2018	17750	Manual	19300	Petrol	145	55.4	1	volkswagen	5
26481	 T-Roc	2019	23000	Manual	2500	Diesel	145	50.4	2	volkswagen	4
26482	 T-Roc	2018	16490	Manual	23494	Petrol	150	55.4	1	volkswagen	5
26483	 T-Roc	2019	25990	Semi-Auto	7999	Petrol	150	39.8	1.5	volkswagen	4
26484	 T-Roc	2019	23490	Semi-Auto	4455	Diesel	145	49.6	2	volkswagen	4
26485	 T-Roc	2018	20990	Manual	9275	Petrol	145	53.3	1.5	volkswagen	5
26486	 T-Roc	2018	17290	Manual	18561	Petrol	145	44.1	1	volkswagen	5
26487	 T-Roc	2018	17490	Manual	16999	Petrol	145	44.1	1	volkswagen	5
26488	 T-Roc	2019	22990	Semi-Auto	3831	Diesel	145	49.6	2	volkswagen	4
26489	 T-Roc	2019	25890	Semi-Auto	6487	Petrol	145	39.8	1.5	volkswagen	4
26490	 T-Roc	2019	26990	Semi-Auto	6524	Petrol	145	39.8	1.5	volkswagen	4
26491	 T-Roc	2019	21490	Manual	4205	Petrol	145	42.2	1.5	volkswagen	4
26492	 T-Roc	2018	17290	Manual	28263	Petrol	145	44.1	1	volkswagen	5
26493	 T-Roc	2020	20480	Manual	800	Petrol	145	44.1	1	volkswagen	3
26494	 T-Roc	2020	25480	Semi-Auto	1024	Petrol	145	39.8	1.5	volkswagen	3
26495	 T-Roc	2019	23990	Automatic	12777	Petrol	145	34.5	2	volkswagen	4
26496	 T-Roc	2019	21490	Manual	7052	Petrol	150	42.2	1.5	volkswagen	4
26497	 T-Roc	2020	22980	Manual	600	Petrol	145	42.2	1.5	volkswagen	3
26498	 T-Roc	2020	27980	Manual	1000	Petrol	145	42.2	1.5	volkswagen	3
26499	 T-Roc	2019	19450	Manual	10182	Diesel	145	50.4	1.6	volkswagen	4
26500	 T-Roc	2019	22490	Manual	9417	Diesel	150	50.4	1.6	volkswagen	4
26501	 T-Roc	2019	24550	Semi-Auto	100	Petrol	145	39.8	1.5	volkswagen	4
26502	 T-Roc	2019	22550	Manual	100	Petrol	145	42.2	1.5	volkswagen	4
26503	 T-Roc	2018	18990	Manual	13375	Diesel	145	50.4	1.6	volkswagen	5
26504	 T-Roc	2019	26990	Semi-Auto	4977	Diesel	150	49.6	2	volkswagen	4
26505	 T-Roc	2019	20990	Manual	6000	Diesel	145	50.4	2	volkswagen	4
26506	 T-Roc	2019	20990	Manual	6000	Diesel	145	50.4	1.6	volkswagen	4
26507	 T-Roc	2018	22495	Manual	16716	Petrol	145	53.3	1.5	volkswagen	5
26508	 T-Roc	2019	23490	Manual	6000	Diesel	145	50.4	1.6	volkswagen	4
26509	 T-Roc	2020	37145	Semi-Auto	5000	Petrol	145	32.5	2	volkswagen	3
26510	 T-Roc	2018	23495	Manual	12168	Petrol	150	42.2	1.5	volkswagen	5
26511	 T-Roc	2019	22991	Semi-Auto	5199	Petrol	150	39.8	1.5	volkswagen	4
26512	 T-Roc	2019	21841	Automatic	154	Diesel	145	50.4	2	volkswagen	4
26513	 T-Roc	2019	21990	Manual	12400	Diesel	145	50.4	1.6	volkswagen	4
26514	 T-Roc	2020	19990	Manual	1897	Petrol	145	44.1	1	volkswagen	3
26515	 T-Roc	2020	33990	Semi-Auto	1247	Petrol	145	32.5	2	volkswagen	3
26516	 T-Roc	2020	25851	Manual	2114	Petrol	145	42.2	1.5	volkswagen	3
26517	 T-Roc	2019	34890	Semi-Auto	7260	Petrol	145	32.5	2	volkswagen	4
26518	 T-Roc	2019	20330	Manual	6955	Diesel	145	50.4	1.6	volkswagen	4
26519	 T-Roc	2019	23880	Semi-Auto	8955	Petrol	145	39.8	1.5	volkswagen	4
26520	 T-Roc	2020	25310	Manual	3011	Petrol	145	42.2	1.5	volkswagen	3
26521	 T-Roc	2018	20412	Manual	16169	Petrol	145	53.3	1.5	volkswagen	5
26522	 T-Roc	2019	19990	Manual	987	Diesel	145	50.4	2	volkswagen	4
26523	 T-Roc	2018	22490	Manual	5242	Petrol	145	53.3	1.5	volkswagen	5
26524	 T-Roc	2020	29999	Manual	2000	Petrol	150	42.2	1.5	volkswagen	3
26525	 T-Roc	2019	22420	Manual	6766	Diesel	145	50.4	1.6	volkswagen	4
26526	 T-Roc	2020	25999	Semi-Auto	2000	Petrol	150	39.8	1.5	volkswagen	3
26527	 T-Roc	2019	19999	Manual	9110	Diesel	145	50.4	1.6	volkswagen	4
26528	 T-Roc	2019	22606	Manual	5006	Diesel	145	46.3	2	volkswagen	4
26529	 T-Roc	2019	20999	Manual	5299	Diesel	145	46.3	2	volkswagen	4
26530	 T-Roc	2019	25999	Manual	3658	Diesel	145	46.3	2	volkswagen	4
26531	 T-Roc	2019	20999	Manual	4447	Diesel	145	50.4	1.6	volkswagen	4
26532	 T-Roc	2019	21121	Manual	249	Diesel	145	50.4	2	volkswagen	4
26533	 T-Roc	2019	20999	Manual	10041	Diesel	150	50.4	1.6	volkswagen	4
26534	 T-Roc	2018	21995	Manual	9468	Petrol	145	53.3	1.5	volkswagen	5
26535	 T-Roc	2019	21990	Semi-Auto	4300	Petrol	145	39.8	1.5	volkswagen	4
26536	 T-Roc	2020	25750	Manual	576	Petrol	145	42.2	1.5	volkswagen	3
26537	 T-Roc	2019	32990	Automatic	1500	Petrol	145	32.5	2	volkswagen	4
26538	 T-Roc	2019	19990	Manual	100	Diesel	145	50.4	2	volkswagen	4
26539	 T-Roc	2019	30190	Automatic	3500	Petrol	145	32.5	2	volkswagen	4
26540	 T-Roc	2019	20500	Manual	2512	Diesel	145	50.4	1.6	volkswagen	4
26541	 T-Roc	2019	18990	Manual	7539	Petrol	150	44.1	1	volkswagen	4
26542	 T-Roc	2019	21000	Manual	50	Diesel	145	50.4	2	volkswagen	4
26543	 T-Roc	2020	21250	Manual	999	Diesel	145	50.4	2	volkswagen	3
26544	 T-Roc	2020	24500	Manual	999	Petrol	145	44.1	1.5	volkswagen	3
26545	 T-Roc	2018	19290	Manual	15175	Diesel	150	50.4	1.6	volkswagen	5
26546	 T-Roc	2020	21000	Manual	999	Diesel	145	50.4	1.6	volkswagen	3
26547	 T-Roc	2020	23750	Semi-Auto	2999	Diesel	145	50.4	2	volkswagen	3
26548	 T-Roc	2018	22990	Semi-Auto	12958	Petrol	150	41.5	2	volkswagen	5
26549	 T-Roc	2018	18490	Manual	5952	Diesel	150	50.4	1.6	volkswagen	5
26550	 T-Roc	2019	19995	Manual	2980	Diesel	150	50.4	1.6	volkswagen	4
26551	 T-Roc	2020	21411	Manual	2461	Petrol	150	42.2	1.5	volkswagen	3
26552	 T-Roc	2020	25291	Manual	1011	Petrol	150	44.1	1.5	volkswagen	3
26553	 T-Roc	2019	32990	Automatic	1000	Petrol	145	32.5	2	volkswagen	4
26554	 T-Roc	2019	30990	Automatic	8106	Petrol	145	32.5	2	volkswagen	4
26555	 T-Roc	2019	33995	Semi-Auto	4251	Petrol	145	32.5	2	volkswagen	4
26556	 T-Roc	2019	19995	Manual	2500	Diesel	145	50.4	2	volkswagen	4
26557	 T-Roc	2020	29995	Semi-Auto	500	Petrol	145	39.8	1.5	volkswagen	3
26558	 T-Roc	2020	25495	Manual	1500	Petrol	145	44.1	1.5	volkswagen	3
26559	 T-Roc	2019	18490	Manual	10505	Petrol	150	44.1	1	volkswagen	4
26560	 T-Roc	2020	23495	Manual	1000	Diesel	150	50.4	2	volkswagen	3
26561	 T-Roc	2019	30495	Semi-Auto	5150	Petrol	150	34.5	2	volkswagen	4
26562	 T-Roc	2019	23495	Semi-Auto	5350	Petrol	150	39.8	1.5	volkswagen	4
26563	 T-Roc	2019	28995	Semi-Auto	3150	Petrol	145	39.8	1.5	volkswagen	4
26564	 T-Roc	2020	29991	Semi-Auto	1805	Diesel	150	49.6	2	volkswagen	3
26565	 T-Roc	2019	23490	Semi-Auto	13399	Petrol	150	39.8	1.5	volkswagen	4
26566	 T-Roc	2020	25490	Manual	2500	Petrol	145	44.1	1.5	volkswagen	3
26567	 T-Roc	2020	36990	Semi-Auto	2150	Petrol	145	32.5	2	volkswagen	3
26568	 T-Roc	2018	19990	Manual	18297	Petrol	150	53.3	1.5	volkswagen	5
26569	 T-Roc	2020	37990	Semi-Auto	1429	Petrol	145	32.5	2	volkswagen	3
26570	 T-Roc	2020	24990	Semi-Auto	3000	Petrol	145	39.8	1.5	volkswagen	3
26571	 T-Roc	2018	24000	Manual	8000	Diesel	145	50.4	1.6	volkswagen	5
26572	 T-Roc	2018	20990	Manual	10582	Petrol	145	53.3	1.5	volkswagen	5
26573	 T-Roc	2019	17490	Manual	5981	Diesel	145	50.4	1.6	volkswagen	4
26574	 T-Roc	2018	19691	Manual	25349	Diesel	150	56.5	2	volkswagen	5
26575	 T-Roc	2019	19290	Manual	6000	Diesel	145	50.4	1.6	volkswagen	4
26576	 T-Roc	2019	18990	Manual	6000	Diesel	145	50.4	1.6	volkswagen	4
26577	 T-Roc	2019	19990	Manual	4256	Diesel	145	50.4	1.6	volkswagen	4
26578	 T-Roc	2019	20996	Manual	6000	Diesel	145	50.4	1.6	volkswagen	4
26579	 T-Roc	2019	34995	Automatic	1117	Petrol	145	32.5	2	volkswagen	4
26580	 T-Roc	2020	21495	Manual	500	Petrol	145	42.2	1.5	volkswagen	3
26581	 T-Roc	2019	19990	Manual	5000	Petrol	145	42.2	1.5	volkswagen	4
26582	 T-Roc	2019	22991	Manual	5058	Diesel	145	50.4	1.6	volkswagen	4
26583	 T-Roc	2019	24990	Manual	15000	Diesel	145	46.3	2	volkswagen	4
26584	 T-Roc	2019	17790	Manual	10450	Diesel	145	50.4	1.6	volkswagen	4
26585	 T-Roc	2019	32990	Automatic	3000	Petrol	145	32.5	2	volkswagen	4
26586	 T-Roc	2019	22995	Manual	150	Diesel	150	50.4	2	volkswagen	4
26587	 T-Roc	2018	15495	Manual	16000	Petrol	150	55.4	1	volkswagen	5
26588	 T-Roc	2019	17995	Manual	8000	Diesel	145	50.4	1.6	volkswagen	4
26589	 T-Roc	2019	17995	Manual	12000	Diesel	145	50.4	1.6	volkswagen	4
26590	 T-Roc	2019	17995	Manual	7000	Diesel	145	50.4	1.6	volkswagen	4
26591	 T-Roc	2019	24022	Semi-Auto	7768	Diesel	145	49.6	2	volkswagen	4
26592	 T-Roc	2018	19995	Manual	29039	Petrol	150	53.3	1.5	volkswagen	5
26593	 T-Roc	2020	20999	Manual	1843	Petrol	145	44.1	1	volkswagen	3
26594	 T-Roc	2018	17995	Manual	15701	Petrol	150	55.4	1	volkswagen	5
26595	 T-Roc	2020	40995	Semi-Auto	4000	Petrol	150	32.5	2	volkswagen	3
26596	 T-Roc	2019	19499	Manual	8745	Petrol	145	42.2	1.5	volkswagen	4
26597	 T-Roc	2019	20995	Manual	3000	Diesel	145	50.4	1.6	volkswagen	4
26598	 T-Roc	2018	21495	Manual	14521	Petrol	150	42.2	1.5	volkswagen	5
26599	 T-Roc	2018	21495	Manual	15500	Petrol	150	53.3	1.5	volkswagen	5
26600	 T-Roc	2020	28995	Semi-Auto	2000	Petrol	145	34.5	2	volkswagen	3
26601	 T-Roc	2020	36995	Semi-Auto	1000	Petrol	145	32.5	2	volkswagen	3
26602	 T-Roc	2020	23795	Manual	4000	Petrol	150	42.2	1.5	volkswagen	3
26603	 T-Roc	2018	17995	Manual	12000	Petrol	150	55.4	1	volkswagen	5
26604	 T-Roc	2019	32407	Semi-Auto	5000	Petrol	145	32.5	2	volkswagen	4
26605	 T-Roc	2020	26688	Semi-Auto	2364	Diesel	145	49.6	2	volkswagen	3
26606	 T-Roc	2020	40999	Semi-Auto	1500	Petrol	150	32.5	2	volkswagen	3
26607	 T-Roc	2019	20987	Manual	200	Diesel	145	50.4	2	volkswagen	4
26608	 T-Roc	2019	21991	Manual	5156	Petrol	145	42.2	1.5	volkswagen	4
26609	 T-Roc	2018	17495	Manual	23000	Petrol	145	55.4	1	volkswagen	5
26610	 T-Roc	2020	38950	Semi-Auto	3544	Petrol	150	32.5	2	volkswagen	3
26611	 T-Roc	2019	22491	Manual	6110	Diesel	150	50.4	1.6	volkswagen	4
26612	 T-Roc	2020	21450	Manual	3972	Petrol	145	42.2	1.5	volkswagen	3
26613	 T-Roc	2018	20999	Manual	9226	Petrol	145	53.3	1.5	volkswagen	5
26614	 T-Roc	2019	22950	Manual	4156	Diesel	145	50.4	1.6	volkswagen	4
26615	 T-Roc	2019	32999	Automatic	5457	Petrol	145	32.5	2	volkswagen	4
26616	 T-Roc	2019	21699	Manual	13637	Diesel	145	46.3	2	volkswagen	4
26617	 T-Roc	2018	19991	Manual	7236	Diesel	150	56.5	2	volkswagen	5
26618	 T-Roc	2019	22995	Semi-Auto	3405	Diesel	145	49.6	2	volkswagen	4
26619	 T-Roc	2020	25990	Automatic	3853	Petrol	145	39.8	1.5	volkswagen	3
26620	 T-Roc	2020	31990	Semi-Auto	2214	Petrol	145	34.5	2	volkswagen	3
26621	 T-Roc	2019	31500	Semi-Auto	3250	Petrol	145	32.5	2	volkswagen	4
26622	 T-Roc	2019	22500	Semi-Auto	4000	Petrol	145	39.8	1.5	volkswagen	4
26623	 T-Roc	2019	19990	Manual	1382	Diesel	145	50.4	1.6	volkswagen	4
26624	 T-Roc	2019	21500	Manual	4515	Diesel	145	50.4	2	volkswagen	4
26625	 T-Roc	2020	23950	Semi-Auto	3000	Petrol	145	39.8	1.5	volkswagen	3
26626	 T-Roc	2019	18950	Manual	3000	Diesel	145	50.4	1.6	volkswagen	4
26627	 T-Roc	2018	18950	Manual	4500	Petrol	150	44.1	1	volkswagen	5
26628	 T-Roc	2019	20450	Automatic	8450	Diesel	145	50.4	2	volkswagen	4
26629	 T-Roc	2020	25999	Manual	3000	Petrol	145	42.2	1.5	volkswagen	3
26630	 T-Roc	2018	16449	Manual	30761	Petrol	145	55.4	1	volkswagen	5
26631	 T-Roc	2020	32500	Semi-Auto	2500	Diesel	145	49.6	2	volkswagen	3
26632	 T-Roc	2018	17300	Manual	17400	Petrol	145	55.4	1	volkswagen	5
26633	 T-Roc	2018	17499	Manual	6955	Petrol	145	55.4	1	volkswagen	5
26634	 T-Roc	2018	16999	Manual	25700	Petrol	150	55.4	1	volkswagen	5
26635	 T-Roc	2020	34999	Automatic	2952	Petrol	150	32.5	2	volkswagen	3
26636	 T-Roc	2020	26499	Manual	1000	Petrol	145	42.2	1.5	volkswagen	3
26637	 T-Roc	2018	17999	Manual	15000	Petrol	145	55.4	1	volkswagen	5
26638	 T-Roc	2019	19300	Manual	6500	Petrol	145	42.2	1.5	volkswagen	4
26639	 T-Roc	2018	21399	Manual	7500	Petrol	145	53.3	1.5	volkswagen	5
26640	 T-Roc	2018	23299	Automatic	11233	Petrol	145	41.5	2	volkswagen	5
26641	 T-Roc	2020	40000	Semi-Auto	3500	Petrol	145	32.5	2	volkswagen	3
26642	 T-Roc	2019	18950	Manual	1893	Petrol	145	44.1	1	volkswagen	4
26643	 T-Roc	2019	22000	Automatic	2009	Petrol	145	39.8	0	volkswagen	4
26644	 T-Roc	2019	23979	Manual	896	Diesel	150	50.4	2	volkswagen	4
26645	 T-Roc	2019	24881	Automatic	1296	Diesel	150	49.6	2	volkswagen	4
26646	 T-Roc	2019	23979	Automatic	3896	Diesel	150	49.6	2	volkswagen	4
26647	 T-Roc	2018	16989	Manual	14452	Petrol	145	55.4	1	volkswagen	5
26648	 T-Roc	2020	27444	Automatic	2256	Diesel	145	49.6	2	volkswagen	3
26649	 T-Roc	2019	22989	Manual	6256	Diesel	145	50.4	1.6	volkswagen	4
26650	 T-Roc	2020	29989	Automatic	250	Petrol	145	39.8	1.5	volkswagen	3
26651	 T-Roc	2019	20749	Manual	14933	Petrol	145	42.2	1.5	volkswagen	4
26652	 T-Roc	2019	18536	Manual	5931	Petrol	145	44.1	1	volkswagen	4
26653	 T-Roc	2019	20690	Manual	5000	Diesel	145	50.4	2	volkswagen	4
26654	 T-Roc	2019	19590	Manual	2000	Diesel	145	50.4	1.6	volkswagen	4
26655	 T-Roc	2019	23489	Manual	8517	Petrol	150	42.2	1.5	volkswagen	4
26656	 T-Roc	2019	19990	Manual	11	Diesel	145	51.4	1.6	volkswagen	4
26657	 T-Roc	2019	18500	Manual	3067	Diesel	145	50.4	1.6	volkswagen	4
26658	 T-Roc	2018	23000	Automatic	27327	Diesel	145	51.4	0	volkswagen	5
26659	 T-Roc	2018	18200	Manual	16982	Petrol	145	53.3	1.5	volkswagen	5
26660	 T-Roc	2018	20000	Manual	4789	Petrol	145	53.3	2	volkswagen	5
26661	 T-Roc	2020	18004	Manual	2512	Petrol	145	44.8	1	volkswagen	3
26662	 T-Roc	2020	24825	Automatic	975	Petrol	145	39.8	1.5	volkswagen	3
26663	 T-Roc	2020	24500	Manual	1000	Petrol	145	44.1	1.5	volkswagen	3
26664	 T-Roc	2018	17780	Manual	11947	Petrol	150	55.4	1	volkswagen	5
26665	 T-Roc	2019	24469	Automatic	12540	Petrol	145	39.8	1.5	volkswagen	4
26666	 T-Roc	2020	29950	Manual	1000	Petrol	150	42.2	1.5	volkswagen	3
26667	 T-Roc	2019	29950	Automatic	6250	Petrol	145	32.5	2	volkswagen	4
26668	 T-Roc	2018	21450	Manual	14793	Petrol	145	53.3	1.5	volkswagen	5
26669	 T-Roc	2019	24990	Manual	7105	Petrol	150	42.2	1.5	volkswagen	4
26670	 T-Roc	2018	17490	Manual	18999	Petrol	150	44.1	1	volkswagen	5
26671	 T-Roc	2019	20480	Manual	4411	Diesel	145	50.4	2	volkswagen	4
26672	 T-Roc	2018	19490	Manual	6252	Petrol	145	53.3	1.5	volkswagen	5
26673	 T-Roc	2018	19940	Manual	26507	Petrol	145	53.3	1.5	volkswagen	5
26674	 T-Roc	2018	16870	Manual	13988	Petrol	150	55.4	1	volkswagen	5
26675	 T-Roc	2018	17230	Manual	16731	Petrol	150	55.4	1	volkswagen	5
26676	 T-Roc	2018	17307	Manual	16884	Petrol	150	55.4	1	volkswagen	5
26677	 T-Roc	2020	27295	Automatic	2317	Diesel	145	49.6	2	volkswagen	3
26678	 T-Roc	2019	20995	Automatic	6000	Petrol	145	39.8	1.5	volkswagen	4
26679	 T-Roc	2018	18995	Manual	5000	Petrol	145	55.4	1	volkswagen	5
26680	 T-Roc	2018	22990	Manual	10500	Petrol	150	53.3	1.5	volkswagen	5
26681	 T-Roc	2020	28990	Automatic	1000	Petrol	150	39.8	1.5	volkswagen	3
26682	 T-Roc	2018	23490	Manual	20500	Petrol	145	53.3	1.5	volkswagen	5
26683	 T-Roc	2018	22790	Automatic	27000	Petrol	145	41.5	2	volkswagen	5
26684	 T-Roc	2020	25990	Manual	10	Petrol	145	44.1	1.5	volkswagen	3
26685	 T-Roc	2018	18990	Manual	16530	Petrol	145	53.3	1.5	volkswagen	5
26686	 T-Roc	2020	24490	Manual	381	Petrol	150	42.2	1.5	volkswagen	3
26687	 T-Roc	2018	21290	Manual	23012	Petrol	145	53.3	1.5	volkswagen	5
26688	 T-Roc	2018	19490	Manual	20307	Petrol	145	53.3	1.5	volkswagen	5
26689	 T-Roc	2020	26750	Automatic	2420	Diesel	145	49.6	2	volkswagen	3
26690	 T-Roc	2019	32990	Automatic	7651	Petrol	145	32.5	2	volkswagen	4
26691	 T-Roc	2018	18699	Manual	15042	Petrol	145	53.3	1.5	volkswagen	5
26692	 T-Roc	2020	25490	Automatic	3107	Diesel	145	49.6	2	volkswagen	3
26693	 T-Roc	2019	21890	Manual	2500	Diesel	145	50.4	2	volkswagen	4
26694	 T-Roc	2019	31000	Automatic	5502	Petrol	145	32.5	2	volkswagen	4
26695	 T-Roc	2019	20950	Manual	6225	Diesel	145	46.3	2	volkswagen	4
26696	 T-Roc	2018	18199	Manual	15498	Petrol	145	55.4	1	volkswagen	5
26697	 T-Roc	2018	18150	Manual	20886	Petrol	150	53.3	1.5	volkswagen	5
26698	 T-Roc	2019	32000	Automatic	2128	Petrol	145	32.5	2	volkswagen	4
26699	 T-Roc	2020	31990	Automatic	5500	Petrol	150	32.5	2	volkswagen	3
26700	 T-Roc	2019	28000	Automatic	6979	Petrol	145	34.5	2	volkswagen	4
26701	 T-Roc	2019	21380	Manual	5448	Diesel	145	46.3	2	volkswagen	4
26702	 T-Roc	2019	19890	Manual	11180	Diesel	145	50.4	1.6	volkswagen	4
26703	 T-Roc	2019	26000	Automatic	2632	Diesel	145	49.6	2	volkswagen	4
26704	 T-Roc	2019	26000	Automatic	1000	Diesel	145	49.6	2	volkswagen	4
26705	 T-Roc	2019	30850	Automatic	1900	Petrol	145	32.5	2	volkswagen	4
26706	 T-Roc	2019	19950	Manual	2158	Diesel	145	50.4	1.6	volkswagen	4
26707	 T-Roc	2020	20000	Manual	4444	Diesel	145	51.4	1.6	volkswagen	3
26708	 T-Roc	2019	22479	Manual	3748	Diesel	145	50.4	1.6	volkswagen	4
26709	 T-Roc	2019	20880	Manual	3633	Diesel	145	50.4	2	volkswagen	4
26710	 T-Roc	2019	20790	Manual	8950	Diesel	145	46.3	2	volkswagen	4
26711	 T-Roc	2019	22479	Manual	2696	Diesel	145	50.4	1.6	volkswagen	4
26712	 T-Roc	2019	20979	Manual	5572	Diesel	145	50.4	1.6	volkswagen	4
26713	 T-Roc	2018	20000	Manual	16034	Petrol	150	53.3	1.5	volkswagen	5
26714	 T-Roc	2019	21490	Manual	3535	Diesel	145	46.3	2	volkswagen	4
26715	 T-Roc	2018	19190	Manual	15164	Diesel	145	56.5	2	volkswagen	5
26716	 T-Roc	2019	21000	Manual	7000	Diesel	145	50.4	1.6	volkswagen	4
26717	 T-Roc	2019	19749	Manual	10000	Petrol	145	44.1	1	volkswagen	4
26718	 T-Roc	2019	23890	Automatic	6417	Petrol	145	39.8	1.5	volkswagen	4
26719	 T-Roc	2019	22000	Manual	6481	Diesel	145	56.5	2	volkswagen	4
26720	 Golf	2019	17000	Manual	8000	Diesel	145	57.7	1.6	volkswagen	4
26721	 Golf	2019	36000	Automatic	4000	Petrol	145	32.8	2	volkswagen	4
26722	 Golf	2015	19390	Automatic	20031	Petrol	200	40.4	2	volkswagen	8
26723	 Golf	2019	16290	Automatic	14821	Petrol	145	44.8	1	volkswagen	4
26724	 Golf	2017	16491	Automatic	20693	Petrol	20	60.1	1.4	volkswagen	6
26725	 Golf	2019	16119	Automatic	14882	Petrol	145	44.8	1	volkswagen	4
26726	 Golf	2016	12681	Manual	26321	Petrol	30	53.3	1.4	volkswagen	7
26727	 Golf	2019	27000	Automatic	12322	Petrol	145	37.7	2	volkswagen	4
26728	 Golf	2019	26000	Automatic	2859	Petrol	145	44.8	2	volkswagen	4
26729	 Golf	2016	12691	Manual	22696	Petrol	30	53.3	1.4	volkswagen	7
26730	 Golf	2019	16481	Manual	8451	Petrol	145	49.6	1	volkswagen	4
26731	 Golf	2016	14000	Manual	42000	Diesel	20	68.9	2	volkswagen	7
26732	 Golf	2013	9000	Manual	22400	Diesel	0	68.9	1.6	volkswagen	10
26733	 Golf	2014	14491	Manual	47502	Diesel	20	67.3	2	volkswagen	9
26734	 Golf	2018	22000	Automatic	10130	Petrol	145	44.1	2	volkswagen	5
26735	 Golf	2019	16693	Manual	5414	Diesel	145	57.7	1.6	volkswagen	4
26736	 Golf	2019	27000	Manual	8542	Petrol	145	37.2	2	volkswagen	4
26737	 Golf	2019	20000	Automatic	5252	Diesel	145	53.3	2	volkswagen	4
26738	 Golf	2019	22881	Automatic	5625	Petrol	145	45.6	1.5	volkswagen	4
26739	 Golf	2015	8485	Manual	52365	Diesel	0	68.9	1.6	volkswagen	8
26740	 Golf	2014	8385	Manual	45703	Diesel	0	68.9	1.6	volkswagen	9
26741	 Golf	2009	4485	Manual	60000	Petrol	235	39.8	1.6	volkswagen	14
26742	 Golf	2019	22491	Automatic	9047	Diesel	145	52.3	2	volkswagen	4
26743	 Golf	2017	14000	Manual	33000	Petrol	145	54.3	1.4	volkswagen	6
26744	 Golf	2018	23799	Automatic	8725	Petrol	145	37.7	2	volkswagen	5
26745	 Golf	2010	4990	Manual	93000	Diesel	30	58.9	1.6	volkswagen	13
26746	 Golf	2019	34023	Automatic	6776	Petrol	145	36.2	2	volkswagen	4
26747	 Golf	2016	37995	Manual	1400	Petrol	200	40.9	2	volkswagen	7
26748	 Golf	2010	4995	Manual	99000	Diesel	125	57.6	2	volkswagen	13
26749	 Golf	2019	18991	Manual	99	Petrol	145	49.6	1.5	volkswagen	4
26750	 Golf	2017	16442	Manual	46498	Diesel	20	67.3	2	volkswagen	6
26751	 Golf	2015	17982	Semi-Auto	52117	Petrol	200	39.8	2	volkswagen	8
26752	 Golf	2014	8990	Manual	53000	Diesel	0	68.9	1.6	volkswagen	9
26753	 Golf	2016	15000	Manual	42000	Diesel	20	68.9	2	volkswagen	7
