  model   year   price   transmissionmileage fuelTypetax         mpg    engineSizeautomaker age
25151   Insignia   2019   14997Manual      20962Petrol   145   50.4   1.5vauxhall    4
25152   Insignia   2019   14595Manual      21003Petrol   145   50.4   1.5vauxhall    4
25153   Insignia   2015    7690Manual      51663Petrol   125   50.4   1.4vauxhall    8
25154   Insignia   2016   12491Manual      16085Diesel    30   65.7   1.6vauxhall    7
25155   Insignia   2018   12991Manual      11823Petrol   150   47.1   1.5vauxhall    5
25156   Insignia   2018   13994Manual      36185Diesel   145   53.3     2vauxhall    5
25157   Insignia   2015    8991Manual      40376Diesel    20   68.9   1.6vauxhall    8
25158   Insignia   2018   13991Manual      35467Diesel   150   54.3     2vauxhall    5
25159   Insignia   2019   15369Manual      15015Petrol   145   50.4   1.5vauxhall    4
25160   Insignia   2017   11495Manual      26587Petrol   150   47.1   1.5vauxhall    6
25161   Insignia   2016    9999Automatic   41346Diesel   125   57.6   1.6vauxhall    7
25162   Insignia   2015    9695Automatic   45453Diesel   160   52.3     2vauxhall    8
25163   Insignia   2019   13495Manual       4070Petrol   145   44.8   1.5vauxhall    4
25164   Insignia   2018   14800Manual      19283Petrol   150   47.1   1.5vauxhall    5
25165   Insignia   2018   17500Manual      15846Diesel   145   51.4     2vauxhall    5
25166   Insignia   2018   12893Manual      29104Diesel   145   70.6   1.6vauxhall    5
25167   Insignia   2018   15350Manual      13344Diesel   145   54.3     2vauxhall    5
25168   Insignia   2017    9487Manual      26055Petrol   235   38.6   1.8vauxhall    6
25169   Insignia   2018   14895Manual      16669Diesel   145   65.7   1.6vauxhall    5
25170   Insignia   2019   18495Automatic   13515Diesel   150   42.2     2vauxhall    4
25171   Insignia   2019   15791Manual      18579Diesel   150   53.3     2vauxhall    4
25172   Insignia   2018   15890Manual      13040Diesel   150   54.3     2vauxhall    5
25173   Insignia   2019   13991Manual      21255Diesel   150   64.2   1.6vauxhall    4
25174   Insignia   2018   16291Manual       9850Diesel   150   53.3     2vauxhall    5
25175   Insignia   2018   14423Manual      22352Petrol   145   47.1   1.5vauxhall    5
25176   Insignia   2018   14995Manual      41054Diesel   145   53.3     2vauxhall    5
25177   Insignia   2019   15800Manual      17989Diesel   145   53.3     2vauxhall   4
25178   Insignia   2017   11398Manual      23000Petrol   150   47.1   1.5vauxhall   6
25179   Insignia   2017   12520Manual      41269Diesel   145   54.3     2vauxhall   6
25180   Insignia   2017   12422Manual      47100Diesel   145   54.3     2vauxhall   6
25181   Insignia   2018   13500Manual      15452Petrol   150   50.4   1.5vauxhall   5
25182   Insignia   2018   12995Manual      32428Diesel   145   65.7   1.6vauxhall   5
25183   Insignia   2017   13250Manual      19729Diesel   145   53.3     2vauxhall   6
25184   Insignia   2019   17250Automatic   13002Diesel   145   50.4     2vauxhall   4
25185   Insignia   2019   16995Manual         50Petrol   145   47.1   1.5vauxhall   4
25186   Insignia   2018   13995Manual      40308Diesel   145   54.3     2vauxhall   5
25187   Insignia   2015    8995Manual      41200Diesel    20   68.9   1.6vauxhall   8
25188   Insignia   2015    8495Automatic   57000Diesel   145   53.3     2vauxhall   8
25189   Insignia   2018   15495Manual       6550Petrol   145   47.1   1.5vauxhall   5
25190   Insignia   2017   11995Manual      21541Diesel   145   54.3     2vauxhall   6
25191   Insignia   2018   15495Manual       6500Petrol   145   47.1   1.5vauxhall   5
25192   Insignia   2015    7990Automatic   61631Diesel   145   53.3     2vauxhall   8
25193   Insignia   2018   12990Manual      32642Petrol   145   47.1   1.5vauxhall   5
25194   Insignia   2018   11758Manual      41657Petrol   150   47.1   1.5vauxhall   5
25195   Insignia   2019   19996Automatic    9253Diesel   145   53.3   1.6vauxhall   4
25196   Insignia   2018   13989Manual      45431Diesel   150   53.3     2vauxhall   5
25197   Insignia   2019   16991Manual      16705Diesel   145   49.6     2vauxhall   4
25198   Insignia   2018   15995Manual      11000Petrol   145   47.1   1.5vauxhall   5
25199   Insignia   2018   12591Manual      24196Diesel   145   65.7   1.6vauxhall   5
25200   Insignia   2018   13999Manual         10Petrol   150   47.1   1.5vauxhall   5
25201   Insignia   2016    9150Manual      21076Petrol   125   53.3   1.4vauxhall   7
25202   Insignia   2018   11799Manual      32255Diesel   145   65.7   1.6vauxhall   5
25203   Insignia   2018   12999Manual      37988Petrol   145   47.1   1.5vauxhall   5
25204   Insignia   2018   12999Manual      36025Petrol   145   47.1   1.5vauxhall   5
25205   Insignia   2018   14998Manual      35789Diesel   145   53.3     2vauxhall   5
25206   Insignia   2018   12999Manual      48400Petrol   145   47.1   1.5vauxhall   5
25207   Insignia   2018   14998Manual      37211Diesel   145   53.3     2vauxhall   5
25208   Insignia   2018   14998Manual      40543Diesel   145   53.3     2vauxhall   5
25209   Insignia   2016   10995Manual      17000Diesel    20   68.9   1.6vauxhall   7
25210   Insignia   2018   17299Manual       9527Petrol   145   46.3   1.5vauxhall   5
25211   Insignia   2018   12999Manual      31680Petrol   145   47.1   1.5vauxhall   5
25212   Insignia   2018   12999Manual      42863Petrol   145   47.1   1.5vauxhall   5
25213   Insignia   2014    6499Manual      42000Petrol   205   40.4   1.8vauxhall   9
25214   Insignia   2019   18495Manual        100Diesel   145   49.6     2vauxhall   4
25215   Insignia   2018   14995Manual      22400Diesel   150   65.7   1.6vauxhall   5
25216   Insignia   2018   13790Manual      21449Diesel   145   65.7   1.6vauxhall   5
25217   Insignia   2018   14998Manual      37041Diesel   150   53.3     2vauxhall   5
25218   Insignia   2015    7895Manual      20500Diesel    20   68.9   1.6vauxhall   8
25219   Insignia   2015    6999Manual      65201Diesel     0   76.3     2vauxhall   8
25220   Insignia   2018   16299Manual      13336Petrol   145   50.4   1.5vauxhall   5
25221   Insignia   2019   18000Manual      29982Diesel   145   54.3     2vauxhall   4
25222   Insignia   2019   16248Manual       2551Diesel   145   52.3   1.6vauxhall   4
25223   Insignia   2018   15299Manual      15431Petrol   145   47.1   1.5vauxhall   5
25224   Insignia   2016    9295Manual      15028Diesel    20   72.4   1.6vauxhall   7
25225   Insignia   2018   14820Manual      12331Petrol   145   47.1   1.5vauxhall   5
25226   Insignia   2017   10499Manual      42690Diesel   145   65.7   1.6vauxhall   6
25227   Insignia   2019   15598Manual         77Petrol   145   50.4   1.5vauxhall   4
25228   Insignia   2018   12590Manual      32173Diesel   145   65.7   1.6vauxhall   5
25229   Insignia   2016    8990Manual      33905Petrol   235   38.6   1.8vauxhall   7
25230   Insignia   2018   15490Automatic   10000Petrol   145   47.1   1.5vauxhall   5
25231   Insignia   2019   18990Manual         20Diesel   150   49.6     2vauxhall   4
25232   Insignia   2019   19998Manual      14067Diesel   145   49.6     2vauxhall   4
25233   Insignia   2014   10990Automatic   15600Diesel   150   53.3     2vauxhall   9
25234   Insignia   2018   22290Automatic    7825Petrol   145   36.7   1.6vauxhall   5
25235   Insignia   2019   16690Manual         50Petrol   145   44.8   1.5vauxhall   4
25236   Insignia   2018   14390Manual       5871Petrol   150   50.4   1.5vauxhall   5
25237   Insignia   2018   14000Manual      14525Petrol   150   47.1   1.5vauxhall   5
25238   Insignia   2015    8995Automatic   36911Diesel   165   50.4     2vauxhall   8
25239   Insignia   2018   14999Manual      21621Petrol   150   50.4   1.5vauxhall   5
25240   Insignia   2014    7750Manual      21500Petrol   200   40.4   1.8vauxhall   9
25241   Insignia   2019   16190Manual       7405Diesel   145   61.4   1.6vauxhall   4
25242   Insignia   2018   12140Automatic   38039Diesel   145   55.4   1.6vauxhall   5
25243   Insignia   2018   14850Automatic   40511Diesel   145   49.6     2vauxhall   5
25244   Insignia   2018   14400Manual      15099Petrol   145   47.1   1.5vauxhall   5
25245   Insignia   2018   16990Manual       9200Petrol   145   44.8   1.6vauxhall   5
25246   Insignia   2018   14070Manual      39057Diesel   145   53.3     2vauxhall   5
25247   Insignia   2017    8857Manual      52450Diesel    30   64.2   1.6vauxhall    6
25248   Insignia   2018   16490Manual      12500Petrol   145   46.3   1.5vauxhall    5
25249   Insignia   2018   16990Manual       9000Diesel   145   54.3     2vauxhall    5
25250   Insignia   2017   12995Manual      22410Diesel   145   65.7   1.6vauxhall    6
25251   Insignia   2017   13490Manual      29610Diesel   145   53.3     2vauxhall    6
25252   Insignia   2015    5999Manual      97134Diesel     0   76.3     2vauxhall    8
25253   Insignia   2015    8570Manual      34088Diesel     0   76.3     2vauxhall    8
25254   Insignia   2018   12250Manual      34098Petrol   145   47.1   1.5vauxhall    5
25255   Insignia   2018   15990Manual       9210Petrol   145   50.4   1.5vauxhall    5
25256   Insignia   2018   14499Manual      12735Diesel   150   61.4   1.6vauxhall    5
25257   Insignia   2018   14499Manual       5791Petrol   150   50.4   1.5vauxhall    5
25258   Insignia   2013    6321Automatic   90532Diesel   200   48.7     2vauxhall   10
25259   Insignia   2018   14850Manual      26576Diesel   145   65.7   1.6vauxhall    5
25260   Insignia   2018   14995Automatic   36972Diesel   150   55.4   1.6vauxhall    5
25261   Insignia   2019   13980Manual       9500Petrol   145   44.8   1.5vauxhall    4
25262   Insignia   2018   16995Manual      13511Petrol   145   44.8   1.6vauxhall    5
25263   Insignia   2019   14559Manual      10887Petrol   145   50.4   1.5vauxhall    4
25264   Insignia   2015    7495Manual      52200Diesel     0   76.3     2vauxhall    8
25265   Insignia   2020   39000Automatic    1000Diesel   150   36.7     2vauxhall    3
25266   Insignia   2018   13495Manual      18000Diesel   145   65.7   1.6vauxhall    5
25267   Insignia   2018   14495Manual      19250Petrol   150   47.1   1.5vauxhall    5
25268   Insignia   2019   19495Manual       5000Diesel   145   49.6     2vauxhall    4
25269   Insignia   2014    5995Manual      65000Petrol   205   40.4   1.8vauxhall    9
25270   Insignia   2018   13950Manual       6256Petrol   150   50.4   1.5vauxhall    5
25271   Insignia   2018   15490Manual      16829Petrol   145   47.1   1.5vauxhall    5
25272   Insignia   2018   13990Manual      13468Petrol   150   50.4   1.5vauxhall    5
25273   Insignia   2018   14590Manual      16278Petrol   145   47.1   1.5vauxhall    5
25274   Insignia   2017   12690Manual      40911Diesel   145   53.3     2vauxhall    6
25275   Insignia   2018   12299Manual      36474Diesel   145   65.7   1.6vauxhall    5
25276   Insignia   2018   15995Manual      23658Diesel   145   53.3     2vauxhall    5
25277   Insignia   2019   15800Manual       9000Petrol   145   49.6   1.5vauxhall    4
25278   Insignia   2016    6710Manual      67564Diesel     0   74.3   1.6vauxhall    7
25279   Insignia   2014    6040Manual      66237Diesel     0   76.3     2vauxhall    9
25280   Insignia   2017   12500Automatic   48500Diesel   145   55.4   1.6vauxhall    6
25281   Insignia   2019   16995Manual       7226Diesel   145   49.6     2vauxhall    4
25282   Insignia   2018   13670Manual       7500Petrol   145   47.1   1.5vauxhall    5
25283   Insignia   2015    7980Manual      36522Diesel    20   68.9   1.6vauxhall    8
25284   Insignia   2015    8670Manual      42292Diesel     0   76.3     2vauxhall    8
25285   Insignia   2017   11991Automatic   40582Diesel   145   55.4   1.6vauxhall    6
25286   Insignia   2018   15688Manual      23958Diesel   145   53.3     2vauxhall    5
25287   Insignia   2014    6040Manual      73419Petrol   200   40.4   1.8vauxhall    9
25288   Insignia   2018   14690Manual      32151Diesel   145   53.3     2vauxhall    5
25289   Insignia   2015    6722Manual      83128Diesel     0   76.3     2vauxhall    8
25290   Insignia   2014    7495Manual      36908Diesel    30   65.7     2vauxhall    9
25291   Insignia   2017   14295Automatic   38469Diesel   145   51.4     2vauxhall    6
25292   Insignia   2019   16999Automatic   15040Diesel   145   51.4     2vauxhall    4
25293   Insignia   2019   19995Automatic    9588Diesel   145   42.2     2vauxhall    4
25294   Insignia   2016    7490Automatic   50177Diesel   165   52.3     2vauxhall    7
25295   Insignia   2019   14988Manual      17371Petrol   145   50.4   1.5vauxhall    4
25296   Insignia   2016   10124Manual      30965Diesel    30   65.7     2vauxhall    7
25297   Insignia   2014    7500Manual      57500Diesel    20   72.4     2vauxhall    9
25298   Insignia   2016    8995Manual      49000Diesel    20   68.9   1.6vauxhall    7
25299   Insignia   2018   12999Manual      30120Diesel   145   61.4   1.6vauxhall    5
25300   Insignia   2016    8599Manual      49078Diesel    20   68.9   1.6vauxhall    7
25301   Insignia   2018   17500Manual      19882Diesel   145   53.3     2vauxhall    5
25302   Insignia   2016    7995Manual      62000Diesel    20   72.4   1.6vauxhall    7
25303   Insignia   2018   14499Manual      30447Diesel   150   54.3     2vauxhall    5
25304   Insignia   2012    4995Automatic   83300Diesel   160   49.6     2vauxhall   11
25305   Insignia   2016    9200Manual      22014Petrol   125   53.3   1.4vauxhall    7
25306   Insignia   2016    9500Manual      45793Diesel    20   68.9   1.6vauxhall    7
25307   Insignia   2015    8999Manual      51985Diesel     0   76.3     2vauxhall    8
25308   Insignia   2014    5488Manual      77000Petrol   200   40.4   1.8vauxhall    9
25309   Insignia   2014    7999Manual      50053Diesel    30   65.7     2vauxhall    9
25310   Insignia   2018   13999Manual      30143Diesel   145   65.7   1.6vauxhall    5
25311   Insignia   2019   17999Manual       1000Petrol   145   47.1   1.5vauxhall    4
25312   Insignia   2014    6499Manual      67590Diesel     0   76.3     2vauxhall    9
25313   Insignia   2016    9999Manual      43105Diesel    20   68.9   1.6vauxhall    7
25314   Insignia   2018   15499Automatic   33490Diesel   145   51.4     2vauxhall    5
25315   Insignia   2018   13499Manual      36178Diesel   145   65.7   1.6vauxhall    5
25316   Insignia   2017    8500Manual      18000Diesel   145   62.8     2vauxhall    6
25317   Insignia   2017   11000Manual       20214Diesel    30   62.8     2vauxhall    6
25318   Insignia   2011    3250Manual       94400Diesel   160   52.3     2vauxhall   12
25319   Insignia   2016    6995Manual       93850Diesel    20   72.4   1.6vauxhall    7
25320   Insignia   2016    7500Manual       86400Diesel    30   62.8     2vauxhall    7
25321   Insignia   2010    2950Manual       66000Petrol   265   37.2   1.8vauxhall   13
25322   Insignia   2009    1950Manual      105000Diesel   205   47.1     2vauxhall   14
25323   Insignia   2011    3450Manual       61000Diesel   165   52.3     2vauxhall   12
25324   Insignia   2018   14493Manual       12294Diesel   145   65.7   1.6vauxhall    5
25325   Insignia   2018   14999Manual        4209Petrol   145   47.1   1.5vauxhall    5
25326   Insignia   2018   16989Automatic    27000Diesel   145   51.4     2vauxhall    5
25327   Insignia   2018   14490Manual        9781Petrol   150   47.1   1.5vauxhall    5
25328   Insignia   2018   12453Manual       10875Petrol   145   47.1   1.5vauxhall    5
25329   Insignia   2017    9995Manual       24041Petrol    20   68.9   1.6vauxhall    6
25330   Insignia   2015    8790Manual       31606Diesel    30   62.8     2vauxhall    8
25331   Insignia   2017   13995Manual       17125Petrol   150   47.1   1.5vauxhall    6
25332   Insignia   2016    7700Manual       44401Petrol   125   50.4   1.4vauxhall    7
25333   Insignia   2017   13250Manual       23282Petrol   145   47.1   1.5vauxhall    6
25334   Insignia   2017    9000Manual       30602Diesel   150   68.9   1.6vauxhall    6
25335   Insignia   2018   14220Manual       36970Diesel   145   53.3     2vauxhall    5
25336   Insignia   2018   12260Manual       11850Petrol   145   47.1   1.5vauxhall    5
25337   Insignia   2009    2699Manual      106000Diesel   200   48.7     2vauxhall   14
25338   Insignia   2016    7977Manual       78000Diesel    20   72.4   1.6vauxhall    7
25339   Insignia   2010    1925Manual      138000Diesel   165   52.3     2vauxhall   13
25340   Insignia   2019   19250Manual        5559Diesel   145   51.4     2vauxhall    4
25341   Insignia   2018   12350Automatic    38985Diesel   145   55.4   1.6vauxhall    5
25342   Insignia   2019   24995Automatic     1942Diesel   145   50.4     2vauxhall    4
25343   Insignia   2016    9900Manual       24487Diesel    30   62.8     2vauxhall    7
25344   Insignia   2017   13100Manual       46147Diesel   145   65.7   1.6vauxhall    6
25345   Insignia   2018   15975Automatic    14223Diesel   145   51.4     2vauxhall    5
25346   Insignia   2016   10500Manual       15954Diesel    20   72.4   1.6vauxhall    7
25347   Insignia   2019   13700Manual       19642Diesel   145   53.3     2vauxhall    4
25348   Insignia   2017   12000Manual       49063Petrol   145   47.1   1.5vauxhall    6
25349   Insignia   2014    8000Manual       45780Diesel     0   76.3     2vauxhall    9
25350   Insignia   2013    9000Manual       39723Diesel   125   60.1     2vauxhall   10
25351   Insignia   2016   10400Automatic    24885Diesel   125   57.6   1.6vauxhall    7
25352   Insignia   2016    9000Manual       36630Diesel     0   74.3   1.6vauxhall    7
25353   Insignia   2016    9000Manual       49584Diesel    30   62.8     2vauxhall    7
25354   Insignia   2019   19000Manual       10737Diesel   145   49.6     2vauxhall    4
25355   Insignia   2015    8550Manual       43000Diesel    20   72.4   1.6vauxhall    8
25356   Insignia   2016   10795Manual       31138Diesel    30   62.8     2vauxhall    7
25357   Insignia   2016   11500Manual       17052Diesel    30   65.7   1.6vauxhall    7
25358   Insignia   2017    9990Manual       24000Diesel   145   64.2   1.6vauxhall    6
25359   Insignia   2016    7750Manual       59000Diesel     0   74.3   1.6vauxhall    7
25360   Insignia   2015    5490Manual       88000Diesel     0   76.3     2vauxhall    8
25361   Insignia   2016    7990Manual       58000Diesel    30   62.8     2vauxhall    7
25362   Insignia   2014    6490Manual       40000Diesel    30   65.7     2vauxhall    9
25363   Insignia   2015    6490Automatic    83000Diesel   145   53.3     2vauxhall    8
25364   Insignia   2015    6490Manual       74000Diesel    30   62.8     2vauxhall    8
25365   Insignia   2016    8490Manual       25000Diesel    30   65.7   1.6vauxhall    7
25366   Insignia   2016    6990Manual       43000Diesel     0   74.3   1.6vauxhall    7
25367   Insignia   2018   11490Manual       35000Diesel   145   54.3     2vauxhall    5
25368   Insignia   2015    5990Manual       57000Diesel     0   76.3     2vauxhall    8
25369   Insignia   2016    6990Manual       58000Diesel    20   68.9   1.6vauxhall    7
25370   Insignia   2014    6490Manual       61000Diesel     0   76.3     2vauxhall    9
25371   Insignia   2015    6490Manual       55000Diesel     0   76.3     2vauxhall    8
25372   Insignia   2016    6990Manual       80000Diesel    20   68.9   1.6vauxhall    7
25373   Insignia   2017   10490Manual       47000Diesel   145   65.7   1.6vauxhall    6
25374   Insignia   2016    5990Manual       85000Diesel     0   74.3   1.6vauxhall    7
25375   Insignia   2017   10490Automatic    44000Diesel   145   55.4   1.6vauxhall    6
25376   Insignia   2019   18249Manual        5000Petrol   145   44.8   1.5vauxhall    4
25377   Insignia   2016    9000Manual       30526Diesel     0   74.3   1.6vauxhall    7
25378   Insignia   2017   12999Manual       37150Diesel   145   54.3     2vauxhall    6
25379   Insignia   2017   11739Manual       25462Diesel   145   64.2   1.6vauxhall    6
25380   Insignia   2016    6490Manual       70000Diesel     0   74.3   1.6vauxhall    7
25381   Insignia   2016   10374Manual       29988Diesel    30   62.8     2vauxhall    7
25382   Insignia   2016    9999Manual       24536Diesel    20   68.9   1.6vauxhall    7
25383   Insignia   2018   13000Automatic    34647Diesel   145   55.4   1.6vauxhall    5
25384   Insignia   2015    6969Manual       51276Diesel     0   76.3     2vauxhall    8
25385   Insignia   2016    8899Manual       31979Petrol   125   50.4   1.4vauxhall    7
25386   Insignia   2015   10699Manual       19615Diesel   125   60.1     2vauxhall    8
25387   Insignia   2015    7399Manual       57364Diesel     0   76.3     2vauxhall    8
25388   Insignia   2015    7490Manual       35000Petrol   200   40.4   1.8vauxhall    8
25389   Insignia   2018   12750Automatic    33959Diesel   145   51.4     2vauxhall    5
25390   Insignia   2016   10633Manual       16384Diesel    20   72.4   1.6vauxhall    7
25391   Insignia   2017   13583Manual       20763Diesel   145   54.3     2vauxhall    6
25392   Insignia   2017    8470Manual       42773Diesel    30   64.2   1.6vauxhall    6
25393   Insignia   2016    8590Manual       40100Diesel    20   68.9   1.6vauxhall    7
25394   Insignia   2015    7980Automatic    74321Diesel   160   52.3     2vauxhall    8
25395   Insignia   2016    8440Manual       79985Diesel    30   62.8     2vauxhall    7
25396   Insignia   2013    4950Manual       58942Petrol   235   39.2   1.8vauxhall   10
25397   Insignia   2016    8640Automatic    67456Diesel   160   51.4     2vauxhall    7
25398   Insignia   2016   10640Automatic    29640Diesel   125   57.6   1.6vauxhall    7
25399   Insignia   2018   14989Automatic    31702Diesel   145   51.4     2vauxhall    5
25400   Insignia   2016    8550Manual       33702Diesel     0   74.3   1.6vauxhall    7
25401   Insignia   2016    8688Manual       20184Diesel     0   74.3   1.6vauxhall    7
25402   Insignia   2019   18990Manual       11112Diesel   145   61.4   1.6vauxhall    4
25403   Insignia   2015    8299Manual       48000Diesel    20   72.4   1.6vauxhall    8
25404   Insignia   2016   10349Manual       29592Diesel    20   68.9   1.6vauxhall    7
25405   Insignia   2017   11780Manual       30786Diesel   150   65.7   1.6vauxhall    6
25406   Insignia   2015    5990Manual       88448Diesel     0   76.3     2vauxhall    8
25407   Insignia   2014    6495Manual       77215Diesel    30   65.7     2vauxhall    9
25408   Insignia   2014    6000Manual       63254Diesel     0   76.3     2vauxhall    9
25409   Insignia   2017   12645Manual       10156Petrol   145   47.1   1.5vauxhall    6
25410   Insignia   2014    5995Manual      115241Diesel     0   76.3     2vauxhall    9
25411   Insignia   2011    3995Manual       55041Petrol   265   37.2   1.8vauxhall   12
25412   Insignia   2016    6293Manual      102000Diesel   125   60.1     2vauxhall    7
25413   Insignia   2016    6491Manual      102000Diesel    30   62.8     2vauxhall    7
25414   Insignia   2016    5794Manual      105000Diesel    20   72.4   1.6vauxhall    7
25415   Insignia   2015    5191Manual      116000Diesel    20   72.4   1.6vauxhall    8
25416   Insignia   2017   11970Manual       53299Diesel   150   53.3     2vauxhall    6
25417   Insignia   2016    6794Manual      105000Diesel    20   68.9   1.6vauxhall    7
25418   Insignia   2016    5691Manual      124000Diesel    20   72.4   1.6vauxhall    7
25419   Insignia   2015    5492Manual      126000Diesel    30   62.8     2vauxhall    8
25420   Insignia   2016    5493Manual      108000Diesel     0   74.3   1.6vauxhall    7
25421   Insignia   2016    5394Manual      117000Diesel     0   74.3   1.6vauxhall    7
25422   Insignia   2014    4391Manual      150000Diesel    30   62.8     2vauxhall    9
25423   Insignia   2015    4993Manual      129000Diesel    20   72.4   1.6vauxhall    8
25424   Insignia   2015    5991Automatic   134000Diesel   160   50.4     2vauxhall    8
25425   Insignia   2015    5792Manual      102000Diesel     0   74.3   1.6vauxhall    8
25426   Insignia   2016    4791Manual      132000Diesel     0   74.3   1.6vauxhall    7
25427   Insignia   2016    4991Manual      130000Diesel     0   74.3   1.6vauxhall    7
25428   Insignia   2014    4991Manual       85000Diesel     0   76.3     2vauxhall    9
25429   Insignia   2016    6590Manual       90551Diesel    30   62.8     2vauxhall    7
25430   Insignia   2018   16495Manual       20607Diesel   150   53.3     2vauxhall    5
25431   Insignia   2016    6793Manual       94000Diesel    30   62.8     2vauxhall    7
25432   Insignia   2016    5992Manual      124000Diesel    20   72.4   1.6vauxhall    7
25433   Insignia   2016    7999Manual       50625Petrol   125   50.4   1.4vauxhall    7
25434   Insignia   2016    8749Manual       47157Diesel    20   68.9   1.6vauxhall    7
25435   Insignia   2015    7899Manual       49585Diesel     0   76.3     2vauxhall    8
25436   Insignia   2017   15299Manual       11867Diesel   145   54.3     2vauxhall    6
25437   Insignia   2016    9699Manual       28666Diesel    20   72.4   1.6vauxhall    7
25438   Insignia   2016    5680Manual      117000Diesel    30   62.8     2vauxhall    7
25439   Insignia   2011    3888Automatic    99982Diesel   205   47.1     2vauxhall   12
25440   Insignia   2016    7799Manual       88853Diesel    20   68.9   1.6vauxhall    7
25441   Insignia   2016    7799Manual       41802Diesel     0   74.3   1.6vauxhall    7
25442   Insignia   2016    7949Manual       82271Diesel    20   72.4   1.6vauxhall    7
25443   Insignia   2016    7249Manual       86980Diesel    20   68.9   1.6vauxhall    7
25444   Insignia   2015    7499Manual       35562Diesel    20   72.4   1.6vauxhall    8
25445   Insignia   2017   11099Manual       47448Diesel   145   65.7   1.6vauxhall    6
25446   Insignia   2016    7899Manual       54016Diesel    20   72.4   1.6vauxhall    7
25447   Insignia   2017   12803Manual       45265Diesel   145   53.3     2vauxhall    6
25448   Insignia   2016    6599Manual       75478Diesel    20   72.4   1.6vauxhall    7
25449   Insignia   2017    9995Manual       19352Petrol   125   50.4   1.4vauxhall    6
25450   Insignia   2014    6499Manual       62193Diesel     0   76.3     2vauxhall    9
25451   Insignia   2016    9753Automatic    27375Diesel   125   57.6   1.6vauxhall    7
25452   Insignia   2016    8899Manual       25105Petrol   125   50.4   1.4vauxhall    7
25453   Insignia   2018   12995Automatic    36285Diesel   145   55.4   1.6vauxhall    5
25454   Insignia   2016    9999Manual       27712Diesel    30   62.8     2vauxhall    7
25455   Insignia   2017   11499Manual       35209Diesel    30   64.2   1.6vauxhall    6
25456   Insignia   2017    7899Manual       67272Diesel   145   62.8     2vauxhall    6
25457   Insignia   2018   11500Automatic    55990Diesel   150   55.4   1.6vauxhall    5
25458   Insignia   2014    5295Manual       64550Diesel     0   76.3     2vauxhall    9
25459   Insignia   2009    1995Manual       98561Diesel   150   54.7     2vauxhall   14
25460   Insignia   2011    4999Manual       55152Petrol   305   33.6     2vauxhall   12
25461   Insignia   2017    8500Automatic    64809Diesel   125   57.6   1.6vauxhall    6
25462   Insignia   2016   11000Manual       14810Diesel    20   72.4   1.6vauxhall    7
25463   Insignia   2015    9000Manual       51937Diesel     0   76.3     2vauxhall    8
25464   Insignia   2016   10500Automatic    43058Diesel   125   57.6   1.6vauxhall    7
25465   Insignia   2016    9500Automatic    35469Diesel   125   60.1   1.6vauxhall    7
25466   Insignia   2015    7600Manual       41554Diesel     0   76.3     2vauxhall    8
25467   Insignia   2016    9800Manual       31469Diesel    20   72.4   1.6vauxhall    7
25468   Insignia   2013    3999Manual       93367Diesel    30   65.7     2vauxhall   10
25469   Insignia   2016    7000Manual       50000Diesel    30   65.7     2vauxhall    7
25470   Insignia   2017   12200Automatic    15566Diesel   145   54.3   1.6vauxhall    6
25471   Insignia   2017   11200Manual       32818Petrol   150   47.1   1.5vauxhall    6
25472   Insignia   2016   10000Manual       27862Diesel   125   60.1     2vauxhall    7
25473   Insignia   2015    9500Manual       32462Diesel    30   65.7   1.6vauxhall    8
25474   Insignia   2014    8400Manual       27659Diesel    30   62.8     2vauxhall    9
25475   Insignia   2018   14000Manual       31545Diesel   145   54.3     2vauxhall    5
25476   Insignia   2016   10400Manual       28723Diesel    20   68.9   1.6vauxhall    7
25477   Insignia   2016    8200Manual       34842Diesel     0   74.3   1.6vauxhall    7
25478   Insignia   2017   11489Automatic    39172Diesel   145   55.4   1.6vauxhall    6
25479   Insignia   2017   14000Manual        8725Petrol   145   47.1     0vauxhall    6
25480   Insignia   2016   10300Manual       29025Diesel    20   68.9   1.6vauxhall    7
25481   Insignia   2016   10000Manual       31167Diesel    20   72.4   1.6vauxhall    7
25482   Insignia   2018   15000Manual       30619Diesel   145   53.3     0vauxhall    5
25483   Insignia   2016   10500Manual       28042Diesel    20   72.4   1.6vauxhall    7
25484   Insignia   2017   13000Manual       36595Petrol   145   47.1     0vauxhall    6
25485   Insignia   2017   12000Manual       18299Petrol   150   47.1     0vauxhall    6
25486   Insignia   2016    9800Manual       32122Diesel    20   72.4   1.6vauxhall    7
25487   Insignia   2018   11700Manual       48472Diesel   150   65.7   1.6vauxhall    5
25488   Insignia   2016    9500Manual       36682Diesel    30   62.8     2vauxhall    7
25489   Insignia   2018   15500Manual       17733Petrol   145   46.3     0vauxhall    5
25490   Insignia   2016    9000Manual       49184Diesel    30   62.8     2vauxhall    7
25491   Insignia   2018   17000Manual        9633Petrol   150   42.8     0vauxhall    5
25492   Insignia   2017   13400Manual       32000Diesel   145   54.3     2vauxhall    6
25493   Insignia   2014    7500Manual       43561Petrol   200   40.4   1.8vauxhall    9
25494   Insignia   2015   10500Automatic    35180Diesel   115   50.4     2vauxhall    8
25495   Insignia   2016   10000Manual       21390Diesel    30   62.8     2vauxhall    7
25496   Insignia   2017   10500Manual       26648Diesel    30   65.7   1.6vauxhall    6
